Date,Team 1,Team 2,FT,HT
1995-08-04,Aalst,Anderlecht,3-1,1-1
1995-08-05,Cercle Brugge,Antwerp,3-2,0-2
1995-08-05,Charleroi,Mechelen,4-2,1-0
1995-08-05,Lierse,Harelbeke,0-1,0-0
1995-08-05,Molenbeek,Beveren,1-0,0-0
1995-08-05,St Truiden,Seraing,4-1,2-0
1995-08-05,Standard,Lommel,1-0,0-0
1995-08-05,Waregem,Gent,2-2,0-1
1995-08-06,Germinal,Club Brugge,1-2,0-1
1995-08-11,Club Brugge,St Truiden,2-0,1-0
1995-08-12,Anderlecht,Charleroi,0-2,0-1
1995-08-12,Antwerp,Lierse,3-1,2-1
1995-08-12,Beveren,Aalst,0-2,0-1
1995-08-12,Gent,Standard,2-4,0-0
1995-08-12,Lommel,Cercle Brugge,0-1,0-1
1995-08-12,Mechelen,Germinal,1-1,0-1
1995-08-12,Seraing,Waregem,0-2,0-0
1995-08-13,Harelbeke,Molenbeek,4-2,2-0
1995-08-16,Aalst,Harelbeke,2-0,2-0
1995-08-16,Cercle Brugge,Gent,0-0,0-0
1995-08-16,Charleroi,Beveren,3-1,2-0
1995-08-16,Lierse,Lommel,3-1,2-0
1995-08-16,Molenbeek,Antwerp,0-0,0-0
1995-08-16,Seraing,Club Brugge,1-1,0-1
1995-08-16,St Truiden,Mechelen,2-2,0-1
1995-08-16,Waregem,Standard,0-4,0-2
1995-08-20,Anderlecht,St Truiden,4-0,1-0
1995-08-20,Antwerp,Aalst,0-1,0-0
1995-08-20,Beveren,Germinal,3-2,2-1
1995-08-20,Gent,Lierse,0-2,0-0
1995-08-20,Lommel,Molenbeek,0-1,0-0
1995-08-20,Mechelen,Seraing,1-4,1-1
1995-08-20,Standard,Cercle Brugge,4-0,1-0
1995-08-21,Club Brugge,Waregem,3-1,2-0
1995-08-21,Harelbeke,Charleroi,4-0,3-0
1995-08-27,Aalst,Lommel,4-1,2-0
1995-08-27,Charleroi,Antwerp,2-0,1-0
1995-08-27,Club Brugge,Mechelen,6-0,3-0
1995-08-27,Germinal,Harelbeke,1-1,0-0
1995-08-27,Lierse,Standard,0-0,0-0
1995-08-27,Molenbeek,Gent,1-0,0-0
1995-08-27,Seraing,Anderlecht,2-1,1-0
1995-08-27,St Truiden,Beveren,0-2,0-1
1995-08-27,Waregem,Cercle Brugge,1-1,0-0
1995-08-29,Anderlecht,Club Brugge,2-1,0-0
1995-08-29,Beveren,Seraing,1-0,0-0
1995-08-29,Cercle Brugge,Lierse,2-3,1-1
1995-08-29,Gent,Aalst,3-1,0-1
1995-08-29,Harelbeke,St Truiden,3-0,2-0
1995-08-29,Lommel,Charleroi,1-1,0-1
1995-08-29,Mechelen,Waregem,3-0,2-0
1995-08-29,Standard,Molenbeek,1-1,0-0
1995-09-10,Aalst,Standard,1-1,0-0
1995-09-10,Charleroi,Gent,3-3,2-2
1995-09-10,Club Brugge,Beveren,3-1,3-0
1995-09-10,Germinal,Lommel,1-2,0-1
1995-09-10,Mechelen,Anderlecht,1-3,0-1
1995-09-10,Molenbeek,Cercle Brugge,2-2,0-1
1995-09-10,Seraing,Harelbeke,0-1,0-0
1995-09-10,St Truiden,Antwerp,2-3,2-1
