Date,Team 1,Team 2,FT,HT
2009-07-31,Standard,St Truiden,2-2,1-1
2009-08-01,Kortrijk,Anderlecht,0-2,0-1
2009-08-01,Lokeren,Waregem,1-1,1-0
2009-08-01,Mechelen,Westerlo,4-1,2-0
2009-08-01,Roeselare,Germinal,1-1,0-0
2009-08-02,Cercle Brugge,Gent,1-3,1-0
2009-08-02,Charleroi,Club Brugge,1-2,1-2
2009-08-07,Germinal,Standard,1-1,0-0
2009-08-08,Anderlecht,Cercle Brugge,3-2,2-1
2009-08-08,St Truiden,Charleroi,0-0,0-0
2009-08-08,Waregem,Genk,2-2,1-1
2009-08-08,Westerlo,Kortrijk,1-1,1-1
2009-08-09,Club Brugge,Lokeren,2-0,0-0
2009-08-09,Gent,Mechelen,2-1,0-0
2009-08-15,Anderlecht,Westerlo,3-0,2-0
2009-08-15,Cercle Brugge,Waregem,2-2,0-1
2009-08-15,Genk,Gent,1-1,1-0
2009-08-15,Lokeren,St Truiden,1-2,0-0
2009-08-15,Mechelen,Club Brugge,2-1,1-0
2009-08-15,Roeselare,Standard,1-5,1-3
2009-08-16,Charleroi,Germinal,1-0,0-0
2009-08-21,Standard,Charleroi,1-1,1-1
2009-08-22,Gent,Lokeren,4-1,1-0
2009-08-22,Germinal,Mechelen,1-3,1-2
2009-08-22,St Truiden,Roeselare,2-1,0-0
2009-08-22,Waregem,Anderlecht,0-2,0-1
2009-08-23,Club Brugge,Kortrijk,2-2,1-2
2009-08-23,Westerlo,Genk,0-1,0-0
2009-08-28,Westerlo,Waregem,1-2,0-0
2009-08-29,Kortrijk,Gent,1-0,0-0
2009-08-29,Mechelen,St Truiden,0-2,0-0
2009-08-29,Roeselare,Charleroi,1-3,1-3
2009-08-30,Anderlecht,Standard,1-1,1-1
2009-08-30,Cercle Brugge,Club Brugge,2-3,2-1
2009-08-30,Genk,Germinal,1-1,0-1
2009-09-12,Charleroi,Cercle Brugge,0-4,0-2
2009-09-12,Gent,Roeselare,5-1,1-0
2009-09-12,St Truiden,Anderlecht,2-1,2-0
2009-09-12,Standard,Mechelen,3-0,0-0
2009-09-12,Waregem,Kortrijk,0-2,0-1
2009-09-13,Club Brugge,Genk,1-1,1-1
