Date,Team 1,Team 2,FT,HT
2007-08-03,Mechelen,Anderlecht,0-1,0-0
2007-08-04,Charleroi,Roeselare,1-1,1-0
2007-08-04,Club Brugge,Bergen,2-1,1-1
2007-08-04,Dender,Germinal,1-2,0-0
2007-08-04,FC Brussels,Westerlo,0-1,0-0
2007-08-04,Genk,Cercle Brugge,3-1,3-1
2007-08-04,Lokeren,St Truiden,2-1,1-0
2007-08-05,Mouscron,Gent,1-4,1-2
2007-08-05,Waregem,Standard,1-4,1-1
2007-08-10,Westerlo,Charleroi,1-0,1-0
2007-08-11,Anderlecht,Lokeren,1-0,0-0
2007-08-11,Bergen,Mechelen,1-1,0-0
2007-08-11,Cercle Brugge,Waregem,2-0,1-0
2007-08-11,Gent,Genk,5-0,1-0
2007-08-11,Roeselare,Dender,3-1,2-0
2007-08-11,St Truiden,Mouscron,0-2,0-0
2007-08-11,Standard,FC Brussels,4-1,2-0
2007-08-12,Germinal,Club Brugge,0-1,0-0
2007-08-17,Club Brugge,St Truiden,3-2,1-2
2007-08-18,Charleroi,Mechelen,1-0,0-0
2007-08-18,Dender,Anderlecht,2-2,2-2
2007-08-18,FC Brussels,Gent,0-2,0-0
2007-08-18,Genk,Roeselare,0-0,0-0
2007-08-18,Lokeren,Germinal,0-0,0-0
2007-08-18,Mouscron,Bergen,3-1,2-1
2007-08-18,Waregem,Westerlo,1-0,1-0
2007-08-19,Standard,Cercle Brugge,4-1,3-1
2007-08-25,Anderlecht,FC Brussels,3-0,2-0
2007-08-25,Bergen,Lokeren,0-1,0-1
2007-08-25,Cercle Brugge,Dender,3-0,1-0
2007-08-25,Gent,Waregem,1-1,1-1
2007-08-25,Germinal,Genk,1-2,0-1
2007-08-25,Roeselare,Standard,0-4,0-2
2007-08-25,Westerlo,Mouscron,0-2,0-0
2007-08-26,St Truiden,Charleroi,1-3,0-1
2007-08-27,Mechelen,Club Brugge,1-1,0-1
2007-08-31,Charleroi,Bergen,3-1,1-1
2007-09-01,Cercle Brugge,Gent,4-1,2-0
2007-09-01,Dender,St Truiden,1-0,0-0
2007-09-01,FC Brussels,Roeselare,0-0,0-0
2007-09-01,Genk,Westerlo,1-0,0-0
2007-09-01,Lokeren,Mechelen,3-1,2-0
2007-09-01,Waregem,Germinal,2-1,1-1
2007-09-02,Mouscron,Anderlecht,1-2,1-1
2007-09-02,Standard,Club Brugge,2-1,0-0
2007-09-15,Anderlecht,Waregem,2-2,1-0
2007-09-15,Bergen,FC Brussels,2-1,0-1
2007-09-15,Club Brugge,Lokeren,1-1,0-0
2007-09-15,Germinal,Charleroi,1-0,0-0
2007-09-15,Mechelen,Mouscron,2-2,0-1
2007-09-15,Roeselare,Cercle Brugge,0-2,0-0
2007-09-15,Westerlo,Dender,0-0,0-0
2007-09-16,Gent,Standard,1-1,0-1
2007-09-16,St Truiden,Genk,1-2,1-2
2007-09-22,Cercle Brugge,Germinal,1-1,1-1
2007-09-22,Dender,Bergen,0-3,0-1
2007-09-22,FC Brussels,St Truiden,2-0,0-0
2007-09-22,Gent,Roeselare,1-1,1-1
2007-09-22,Mouscron,Lokeren,2-0,1-0
2007-09-22,Waregem,Mechelen,2-0,0-0
2007-09-23,Charleroi,Club Brugge,1-1,0-0
2007-09-23,Genk,Anderlecht,1-1,0-0
2007-09-24,Standard,Westerlo,2-1,1-1
2007-09-28,Bergen,Genk,1-1,0-1
2007-09-29,Anderlecht,Charleroi,0-1,0-1
2007-09-29,Club Brugge,Mouscron,1-0,0-0
2007-09-29,Lokeren,FC Brussels,0-1,0-0
2007-09-29,Roeselare,Waregem,3-2,1-1
2007-09-29,St Truiden,Standard,0-0,0-0
2007-09-29,Westerlo,Cercle Brugge,1-1,0-1
2007-09-30,Germinal,Gent,2-2,0-2
2007-09-30,Mechelen,Dender,2-2,1-2
2007-10-05,Charleroi,Mouscron,1-3,1-1
2007-10-06,Cercle Brugge,St Truiden,5-1,2-1
2007-10-06,Dender,Lokeren,0-1,0-0
2007-10-06,Genk,Mechelen,2-1,1-0
2007-10-06,Gent,Westerlo,1-1,1-0
2007-10-06,Waregem,Bergen,2-1,1-0
2007-10-07,FC Brussels,Club Brugge,1-3,0-3
2007-10-07,Roeselare,Anderlecht,2-2,1-0
2007-10-07,Standard,Germinal,3-1,3-1
2007-10-20,Club Brugge,Dender,2-0,0-0
2007-10-20,Germinal,FC Brussels,3-0,1-0
2007-10-20,Lokeren,Charleroi,1-0,0-0
2007-10-20,Mechelen,Cercle Brugge,0-4,0-1
2007-10-20,Mouscron,Genk,1-1,0-1
2007-10-20,St Truiden,Waregem,2-1,1-1
2007-10-20,Westerlo,Roeselare,6-0,2-0
2007-10-21,Anderlecht,Gent,2-1,2-0
2007-10-21,Bergen,Standard,1-1,0-0
2007-10-26,Gent,Bergen,2-0,2-0
2007-10-27,Dender,Mouscron,0-3,0-1
2007-10-27,FC Brussels,Charleroi,1-2,1-1
2007-10-27,Roeselare,St Truiden,2-0,1-0
2007-10-27,Standard,Mechelen,2-2,1-1
2007-10-27,Waregem,Lokeren,1-1,1-0
2007-10-27,Westerlo,Germinal,1-2,1-0
2007-10-28,Cercle Brugge,Anderlecht,0-0,0-0
2007-10-28,Genk,Club Brugge,1-2,0-1
2007-11-02,Mouscron,Standard,0-0,0-0
2007-11-03,Anderlecht,Westerlo,3-1,1-1
2007-11-03,Bergen,Cercle Brugge,0-2,0-1
2007-11-03,Charleroi,Dender,1-0,0-0
2007-11-03,Club Brugge,Waregem,1-0,1-0
2007-11-03,Germinal,Roeselare,2-0,1-0
2007-11-03,St Truiden,Gent,2-1,0-0
2007-11-04,Lokeren,Genk,1-1,0-1
2007-11-04,Mechelen,FC Brussels,4-0,2-0
2007-11-09,Cercle Brugge,Club Brugge,1-2,1-1
2007-11-10,FC Brussels,Dender,4-1,1-0
2007-11-10,Genk,Charleroi,1-0,1-0
2007-11-10,Standard,Lokeren,1-0,1-0
