Date,Team 1,Team 2,FT,HT
2008-08-16,Cercle Brugge,Anderlecht,0-3,0-1
2008-08-16,Dender,Standard,1-3,0-1
2008-08-16,Roeselare,Kortrijk,2-2,1-1
2008-08-16,Tubize,Mouscron,1-2,0-1
2008-08-16,Waregem,Lokeren,0-0,0-0
2008-08-16,Westerlo,Charleroi,1-0,1-0
2008-08-17,Genk,Germinal,1-1,1-0
2008-08-17,Gent,Bergen,5-0,3-0
2008-08-23,Anderlecht,Gent,2-2,2-2
2008-08-23,Charleroi,Roeselare,1-0,0-0
2008-08-23,Germinal,Dender,1-1,1-1
2008-08-23,Kortrijk,Cercle Brugge,2-1,1-0
2008-08-23,Lokeren,Tubize,4-1,2-0
2008-08-23,Mouscron,Mechelen,3-1,1-1
2008-08-23,Standard,Westerlo,3-0,2-0
2008-08-24,Bergen,Genk,3-1,2-0
2008-08-29,Tubize,Club Brugge,1-4,0-3
2008-08-30,Anderlecht,Kortrijk,4-0,2-0
2008-08-30,Cercle Brugge,Bergen,2-1,1-0
2008-08-30,Dender,Mouscron,1-2,0-1
2008-08-30,Genk,Lokeren,1-0,0-0
2008-08-30,Mechelen,Waregem,0-2,0-0
2008-08-30,Westerlo,Germinal,1-0,0-0
2008-08-31,Gent,Charleroi,2-0,1-0
2008-08-31,Roeselare,Standard,1-1,0-1
2008-09-13,Bergen,Anderlecht,1-2,1-1
2008-09-13,Club Brugge,Dender,1-1,0-1
2008-09-13,Germinal,Roeselare,3-0,0-0
2008-09-13,Lokeren,Westerlo,1-1,1-0
2008-09-13,Mechelen,Tubize,0-0,0-0
2008-09-13,Mouscron,Gent,4-2,3-0
2008-09-13,Standard,Kortrijk,2-0,1-0
2008-09-14,Charleroi,Cercle Brugge,3-2,2-2
2008-09-14,Waregem,Genk,1-3,1-1
2008-09-19,Anderlecht,Charleroi,2-0,0-0
2008-09-20,Cercle Brugge,Germinal,1-0,1-0
2008-09-20,Dender,Waregem,2-0,1-0
2008-09-20,Gent,Mechelen,1-2,1-1
2008-09-20,Kortrijk,Bergen,1-0,1-0
2008-09-20,Roeselare,Lokeren,0-1,0-0
2008-09-20,Westerlo,Mouscron,0-0,0-0
2008-09-21,Genk,Club Brugge,0-1,0-0
2008-09-21,Tubize,Standard,0-1,0-1
2008-09-24,Mechelen,Club Brugge,1-1,0-1
2008-09-26,Standard,Anderlecht,2-1,0-0
2008-09-27,Bergen,Roeselare,2-0,1-0
2008-09-27,Charleroi,Kortrijk,1-2,0-0
2008-09-27,Club Brugge,Westerlo,2-0,1-0
2008-09-27,Lokeren,Cercle Brugge,1-1,1-1
2008-09-27,Waregem,Tubize,1-0,0-0
2008-09-28,Germinal,Gent,2-2,1-0
2008-09-28,Mouscron,Genk,1-2,1-0
2008-09-29,Mechelen,Dender,4-1,4-0
2008-10-03,Anderlecht,Mouscron,2-1,1-0
2008-10-04,Bergen,Charleroi,1-1,0-0
2008-10-04,Genk,Mechelen,2-1,2-1
2008-10-04,Gent,Lokeren,1-1,0-1
2008-10-04,Kortrijk,Germinal,0-0,0-0
2008-10-04,Tubize,Dender,2-1,1-0
2008-10-04,Westerlo,Waregem,3-2,1-1
2008-10-05,Cercle Brugge,Standard,4-1,1-0
2008-10-05,Roeselare,Club Brugge,0-1,0-0
2008-10-18,Dender,Genk,2-4,1-1
2008-10-18,Germinal,Charleroi,1-2,1-2
2008-10-18,Lokeren,Kortrijk,2-0,1-0
2008-10-18,Mechelen,Westerlo,1-3,0-1
2008-10-18,Mouscron,Roeselare,2-0,0-0
2008-10-18,Standard,Bergen,2-1,1-0
2008-10-18,Tubize,Gent,0-1,0-0
2008-10-19,Club Brugge,Cercle Brugge,3-1,1-1
2008-10-19,Waregem,Anderlecht,4-0,1-0
2008-10-24,Kortrijk,Mouscron,2-2,1-1
2008-10-25,Anderlecht,Mechelen,7-1,4-1
2008-10-25,Bergen,Germinal,0-0,0-0
2008-10-25,Cercle Brugge,Dender,1-2,1-1
2008-10-25,Charleroi,Lokeren,1-1,1-1
2008-10-25,Roeselare,Waregem,0-3,0-1
2008-10-25,Westerlo,Tubize,4-1,2-0
2008-10-26,Genk,Standard,0-0,0-0
2008-10-26,Gent,Club Brugge,3-0,0-0
2008-10-29,Club Brugge,Waregem,2-0,0-0
2008-10-31,Standard,Charleroi,1-2,1-1
2008-11-01,Club Brugge,Kortrijk,4-1,2-1
2008-11-01,Dender,Westerlo,2-2,0-1
2008-11-01,Lokeren,Bergen,0-0,0-0
2008-11-01,Mechelen,Roeselare,1-2,0-0
2008-11-01,Mouscron,Cercle Brugge,0-1,0-0
2008-11-01,Tubize,Genk,1-3,0-1
2008-11-02,Germinal,Anderlecht,1-3,1-0
2008-11-02,Waregem,Gent,0-2,0-0
2008-11-07,Cercle Brugge,Waregem,2-0,0-0
2008-11-08,Anderlecht,Lokeren,2-3,0-2
2008-11-08,Bergen,Mouscron,0-0,0-0
2008-11-08,Gent,Dender,1-1,1-0
2008-11-08,Kortrijk,Mechelen,0-0,0-0
2008-11-08,Roeselare,Tubize,1-2,1-1
2008-11-08,Westerlo,Genk,1-0,0-0
2008-11-09,Charleroi,Club Brugge,2-2,0-0
2008-11-09,Germinal,Standard,1-3,1-1
2008-11-14,Westerlo,Gent,3-2,2-1
2008-11-15,Dender,Kortrijk,1-0,0-0
2008-11-15,Genk,Roeselare,1-1,0-0
2008-11-15,Mechelen,Bergen,0-0,0-0
2008-11-15,Mouscron,Charleroi,2-1,2-0
2008-11-15,Tubize,Cercle Brugge,3-0,1-0
2008-11-15,Waregem,Germinal,2-2,0-2
2008-11-16,Club Brugge,Anderlecht,1-1,1-0
2008-11-16,Lokeren,Standard,1-1,0-0
2008-11-22,Anderlecht,Westerlo,2-0,1-0
2008-11-22,Bergen,Club Brugge,1-2,1-0
2008-11-22,Cercle Brugge,Mechelen,2-1,1-1
2008-11-22,Charleroi,Tubize,3-2,0-2
2008-11-22,Germinal,Lokeren,0-2,0-0
2008-11-22,Roeselare,Dender,2-2,1-1
2008-11-22,Standard,Mouscron,3-1,1-0
2008-11-23,Gent,Genk,2-3,0-1
2008-11-28,Dender,Anderlecht,0-2,0-1
2008-11-29,Genk,Cercle Brugge,3-2,2-1
2008-11-29,Gent,Roeselare,4-0,2-0
2008-11-29,Mouscron,Lokeren,2-0,1-0
2008-11-29,Tubize,Kortrijk,3-3,1-1
2008-11-29,Waregem,Charleroi,4-2,3-1
2008-11-29,Westerlo,Bergen,2-1,1-0
2008-11-30,Club Brugge,Germinal,3-0,2-0
2008-11-30,Mechelen,Standard,0-0,0-0
2008-12-05,Cercle Brugge,Gent,3-1,0-0
2008-12-06,Anderlecht,Tubize,5-1,3-0
2008-12-06,Bergen,Dender,5-2,2-1
2008-12-06,Charleroi,Mechelen,1-2,1-1
2008-12-06,Germinal,Mouscron,3-0,1-0
2008-12-06,Roeselare,Westerlo,1-0,0-0
2008-12-06,Standard,Waregem,1-2,1-0
2008-12-07,Kortrijk,Genk,3-1,0-0
2008-12-07,Lokeren,Club Brugge,2-0,1-0
2008-12-12,Mechelen,Germinal,2-1,0-0
2008-12-13,Dender,Lokeren,1-1,1-1
2008-12-13,Genk,Charleroi,1-0,0-0
2008-12-13,Gent,Kortrijk,1-1,1-1
2008-12-13,Tubize,Bergen,2-1,0-0
2008-12-13,Waregem,Mouscron,2-1,1-1
2008-12-13,Westerlo,Cercle Brugge,1-2,0-0
2008-12-14,Club Brugge,Standard,1-4,0-3
2008-12-14,Roeselare,Anderlecht,0-3,0-0
2008-12-16,Kortrijk,Waregem,1-0,1-0
2008-12-19,Anderlecht,Genk,2-0,1-0
2008-12-20,Bergen,Waregem,2-2,1-1
2008-12-20,Cercle Brugge,Roeselare,4-3,3-0
