Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 16 Aug 2008 (W33),Cercle Brugge (1),0-3,0-1,RSC Anderlecht (1)
?,(Sat) 16 Aug 2008 (W33),FCV Dender EH (1),1-3,0-1,Standard Liège (1)
?,(Sat) 16 Aug 2008 (W33),KSV Roeselare (1),2-2,1-1,KV Kortrijk (1)
?,(Sat) 16 Aug 2008 (W33),AFC Tubize (1),1-2,0-1,Royal Excel Mouscron (1)
?,(Sat) 16 Aug 2008 (W33),SV Zulte Waregem (1),0-0,0-0,KSC Lokeren OV (1)
?,(Sat) 16 Aug 2008 (W33),KVC Westerlo (1),1-0,1-0,Sporting Charleroi (1)
?,(Sun) 17 Aug 2008 (W33),KRC Genk (1),1-1,1-0,Germinal Beerschot (1)
?,(Sun) 17 Aug 2008 (W33),KAA Gent (1),5-0,3-0,RAEC Mons (1)
?,(Sat) 23 Aug 2008 (W34),RSC Anderlecht (2),2-2,2-2,KAA Gent (2)
?,(Sat) 23 Aug 2008 (W34),Sporting Charleroi (2),1-0,0-0,KSV Roeselare (2)
?,(Sat) 23 Aug 2008 (W34),Germinal Beerschot (2),1-1,1-1,FCV Dender EH (2)
?,(Sat) 23 Aug 2008 (W34),KV Kortrijk (2),2-1,1-0,Cercle Brugge (2)
?,(Sat) 23 Aug 2008 (W34),KSC Lokeren OV (2),4-1,2-0,AFC Tubize (2)
?,(Sat) 23 Aug 2008 (W34),Royal Excel Mouscron (2),3-1,1-1,KV Mechelen (1)
?,(Sat) 23 Aug 2008 (W34),Standard Liège (2),3-0,2-0,KVC Westerlo (2)
?,(Sun) 24 Aug 2008 (W34),RAEC Mons (2),3-1,2-0,KRC Genk (2)
?,(Fri) 29 Aug 2008 (W35),AFC Tubize (3),1-4,0-3,Club Brugge (1)
?,(Sat) 30 Aug 2008 (W35),RSC Anderlecht (3),4-0,2-0,KV Kortrijk (3)
?,(Sat) 30 Aug 2008 (W35),Cercle Brugge (3),2-1,1-0,RAEC Mons (3)
?,(Sat) 30 Aug 2008 (W35),FCV Dender EH (3),1-2,0-1,Royal Excel Mouscron (3)
?,(Sat) 30 Aug 2008 (W35),KRC Genk (3),1-0,0-0,KSC Lokeren OV (3)
?,(Sat) 30 Aug 2008 (W35),KV Mechelen (2),0-2,0-0,SV Zulte Waregem (2)
?,(Sat) 30 Aug 2008 (W35),KVC Westerlo (3),1-0,0-0,Germinal Beerschot (3)
?,(Sun) 31 Aug 2008 (W35),KAA Gent (3),2-0,1-0,Sporting Charleroi (3)
?,(Sun) 31 Aug 2008 (W35),KSV Roeselare (3),1-1,0-1,Standard Liège (3)
?,(Sat) 13 Sep 2008 (W37),RAEC Mons (4),1-2,1-1,RSC Anderlecht (4)
?,(Sat) 13 Sep 2008 (W37),Club Brugge (2),1-1,0-1,FCV Dender EH (4)
?,(Sat) 13 Sep 2008 (W37),Germinal Beerschot (4),3-0,0-0,KSV Roeselare (4)
?,(Sat) 13 Sep 2008 (W37),KSC Lokeren OV (4),1-1,1-0,KVC Westerlo (4)
?,(Sat) 13 Sep 2008 (W37),KV Mechelen (3),0-0,0-0,AFC Tubize (4)
?,(Sat) 13 Sep 2008 (W37),Royal Excel Mouscron (4),4-2,3-0,KAA Gent (4)
?,(Sat) 13 Sep 2008 (W37),Standard Liège (4),2-0,1-0,KV Kortrijk (4)
?,(Sun) 14 Sep 2008 (W37),Sporting Charleroi (4),3-2,2-2,Cercle Brugge (4)
?,(Sun) 14 Sep 2008 (W37),SV Zulte Waregem (3),1-3,1-1,KRC Genk (4)
?,(Fri) 19 Sep 2008 (W38),RSC Anderlecht (5),2-0,0-0,Sporting Charleroi (5)
?,(Sat) 20 Sep 2008 (W38),Cercle Brugge (5),1-0,1-0,Germinal Beerschot (5)
?,(Sat) 20 Sep 2008 (W38),FCV Dender EH (5),2-0,1-0,SV Zulte Waregem (4)
?,(Sat) 20 Sep 2008 (W38),KAA Gent (5),1-2,1-1,KV Mechelen (4)
?,(Sat) 20 Sep 2008 (W38),KV Kortrijk (5),1-0,1-0,RAEC Mons (5)
?,(Sat) 20 Sep 2008 (W38),KSV Roeselare (5),0-1,0-0,KSC Lokeren OV (5)
?,(Sat) 20 Sep 2008 (W38),KVC Westerlo (5),0-0,0-0,Royal Excel Mouscron (5)
?,(Sun) 21 Sep 2008 (W38),KRC Genk (5),0-1,0-0,Club Brugge (3)
?,(Sun) 21 Sep 2008 (W38),AFC Tubize (5),0-1,0-1,Standard Liège (5)
?,(Wed) 24 Sep 2008 (W39),KV Mechelen (5),1-1,0-1,Club Brugge (4)
?,(Fri) 26 Sep 2008 (W39),Standard Liège (6),2-1,0-0,RSC Anderlecht (6)
?,(Sat) 27 Sep 2008 (W39),RAEC Mons (6),2-0,1-0,KSV Roeselare (6)
?,(Sat) 27 Sep 2008 (W39),Sporting Charleroi (6),1-2,0-0,KV Kortrijk (6)
?,(Sat) 27 Sep 2008 (W39),Club Brugge (5),2-0,1-0,KVC Westerlo (6)
?,(Sat) 27 Sep 2008 (W39),KSC Lokeren OV (6),1-1,1-1,Cercle Brugge (6)
?,(Sat) 27 Sep 2008 (W39),SV Zulte Waregem (5),1-0,0-0,AFC Tubize (6)
?,(Sun) 28 Sep 2008 (W39),Germinal Beerschot (6),2-2,1-0,KAA Gent (6)
?,(Sun) 28 Sep 2008 (W39),Royal Excel Mouscron (6),1-2,1-0,KRC Genk (6)
?,(Mon) 29 Sep 2008 (W40),KV Mechelen (6),4-1,4-0,FCV Dender EH (6)
?,(Fri) 3 Oct 2008 (W40),RSC Anderlecht (7),2-1,1-0,Royal Excel Mouscron (7)
?,(Sat) 4 Oct 2008 (W40),RAEC Mons (7),1-1,0-0,Sporting Charleroi (7)
?,(Sat) 4 Oct 2008 (W40),KRC Genk (7),2-1,2-1,KV Mechelen (7)
?,(Sat) 4 Oct 2008 (W40),KAA Gent (7),1-1,0-1,KSC Lokeren OV (7)
?,(Sat) 4 Oct 2008 (W40),KV Kortrijk (7),0-0,0-0,Germinal Beerschot (7)
?,(Sat) 4 Oct 2008 (W40),AFC Tubize (7),2-1,1-0,FCV Dender EH (7)
?,(Sat) 4 Oct 2008 (W40),KVC Westerlo (7),3-2,1-1,SV Zulte Waregem (6)
?,(Sun) 5 Oct 2008 (W40),Cercle Brugge (7),4-1,1-0,Standard Liège (7)
?,(Sun) 5 Oct 2008 (W40),KSV Roeselare (7),0-1,0-0,Club Brugge (6)
?,(Sat) 18 Oct 2008 (W42),FCV Dender EH (8),2-4,1-1,KRC Genk (8)
?,(Sat) 18 Oct 2008 (W42),Germinal Beerschot (8),1-2,1-2,Sporting Charleroi (8)
?,(Sat) 18 Oct 2008 (W42),KSC Lokeren OV (8),2-0,1-0,KV Kortrijk (8)
?,(Sat) 18 Oct 2008 (W42),KV Mechelen (8),1-3,0-1,KVC Westerlo (8)
?,(Sat) 18 Oct 2008 (W42),Royal Excel Mouscron (8),2-0,0-0,KSV Roeselare (8)
?,(Sat) 18 Oct 2008 (W42),Standard Liège (8),2-1,1-0,RAEC Mons (8)
?,(Sat) 18 Oct 2008 (W42),AFC Tubize (8),0-1,0-0,KAA Gent (8)
?,(Sun) 19 Oct 2008 (W42),Club Brugge (7),3-1,1-1,Cercle Brugge (8)
?,(Sun) 19 Oct 2008 (W42),SV Zulte Waregem (7),4-0,1-0,RSC Anderlecht (8)
?,(Fri) 24 Oct 2008 (W43),KV Kortrijk (9),2-2,1-1,Royal Excel Mouscron (9)
?,(Sat) 25 Oct 2008 (W43),RSC Anderlecht (9),7-1,4-1,KV Mechelen (9)
?,(Sat) 25 Oct 2008 (W43),RAEC Mons (9),0-0,0-0,Germinal Beerschot (9)
?,(Sat) 25 Oct 2008 (W43),Cercle Brugge (9),1-2,1-1,FCV Dender EH (9)
?,(Sat) 25 Oct 2008 (W43),Sporting Charleroi (9),1-1,1-1,KSC Lokeren OV (9)
?,(Sat) 25 Oct 2008 (W43),KSV Roeselare (9),0-3,0-1,SV Zulte Waregem (8)
?,(Sat) 25 Oct 2008 (W43),KVC Westerlo (9),4-1,2-0,AFC Tubize (9)
?,(Sun) 26 Oct 2008 (W43),KRC Genk (9),0-0,0-0,Standard Liège (9)
?,(Sun) 26 Oct 2008 (W43),KAA Gent (9),3-0,0-0,Club Brugge (8)
?,(Wed) 29 Oct 2008 (W44),Club Brugge (9),2-0,0-0,SV Zulte Waregem (9)
?,(Fri) 31 Oct 2008 (W44),Standard Liège (10),1-2,1-1,Sporting Charleroi (10)
?,(Sat) 1 Nov 2008 (W44),Club Brugge (10),4-1,2-1,KV Kortrijk (10)
?,(Sat) 1 Nov 2008 (W44),FCV Dender EH (10),2-2,0-1,KVC Westerlo (10)
?,(Sat) 1 Nov 2008 (W44),KSC Lokeren OV (10),0-0,0-0,RAEC Mons (10)
?,(Sat) 1 Nov 2008 (W44),KV Mechelen (10),1-2,0-0,KSV Roeselare (10)
?,(Sat) 1 Nov 2008 (W44),Royal Excel Mouscron (10),0-1,0-0,Cercle Brugge (10)
?,(Sat) 1 Nov 2008 (W44),AFC Tubize (10),1-3,0-1,KRC Genk (10)
?,(Sun) 2 Nov 2008 (W44),Germinal Beerschot (10),1-3,1-0,RSC Anderlecht (10)
?,(Sun) 2 Nov 2008 (W44),SV Zulte Waregem (10),0-2,0-0,KAA Gent (10)
?,(Fri) 7 Nov 2008 (W45),Cercle Brugge (11),2-0,0-0,SV Zulte Waregem (11)
?,(Sat) 8 Nov 2008 (W45),RSC Anderlecht (11),2-3,0-2,KSC Lokeren OV (11)
