Date,Team 1,Team 2,FT,HT
2010-07-30,Standard,Waregem,1-1,0-1
2010-07-31,Anderlecht,Eupen,4-1,0-1
2010-07-31,Kortrijk,Club Brugge,1-0,0-0
2010-07-31,Mechelen,Lokeren,2-0,0-0
2010-07-31,St Truiden,Lierse,1-0,1-0
2010-07-31,Westerlo,Gent,0-1,0-0
2010-08-01,Cercle Brugge,Charleroi,1-1,1-0
2010-08-01,Genk,Germinal,2-1,1-1
2010-08-06,Lierse,Standard,1-4,1-2
2010-08-07,Charleroi,Anderlecht,0-0,0-0
2010-08-07,Club Brugge,St Truiden,4-1,4-1
2010-08-07,Eupen,Westerlo,0-1,0-0
2010-08-07,Lokeren,Kortrijk,1-1,0-0
2010-08-07,Waregem,Mechelen,1-2,1-1
2010-08-08,Gent,Genk,0-4,0-2
2010-08-08,Germinal,Cercle Brugge,0-0,0-0
2010-08-14,Anderlecht,Germinal,4-0,1-0
2010-08-14,Gent,Eupen,2-1,0-1
2010-08-14,Kortrijk,St Truiden,2-0,0-0
2010-08-14,Mechelen,Lierse,1-0,0-0
2010-08-14,Standard,Lokeren,3-3,0-1
2010-08-14,Westerlo,Waregem,1-1,0-0
2010-08-15,Cercle Brugge,Club Brugge,3-1,1-0
2010-08-15,Genk,Charleroi,5-0,4-0
2010-08-20,St Truiden,Standard,1-0,1-0
2010-08-21,Germinal,Westerlo,0-0,0-0
2010-08-21,Lierse,Kortrijk,1-2,0-1
2010-08-21,Lokeren,Anderlecht,0-3,0-1
2010-08-21,Waregem,Cercle Brugge,4-0,1-0
2010-08-22,Charleroi,Gent,1-3,1-2
2010-08-22,Club Brugge,Mechelen,1-2,0-2
2010-08-22,Eupen,Genk,1-4,0-2
2010-08-28,Anderlecht,Waregem,0-0,0-0
2010-08-28,Cercle Brugge,Lokeren,1-1,0-1
2010-08-28,Charleroi,Eupen,2-0,0-0
2010-08-28,Mechelen,St Truiden,0-0,0-0
2010-08-28,Standard,Kortrijk,1-0,0-0
2010-08-29,Genk,Lierse,4-1,2-0
2010-08-29,Gent,Germinal,1-0,0-0
2010-08-29,Westerlo,Club Brugge,1-2,0-1
2010-09-10,St Truiden,Anderlecht,0-2,0-2
2010-09-11,Germinal,Charleroi,1-0,0-0
2010-09-11,Kortrijk,Mechelen,1-0,1-0
2010-09-11,Lierse,Gent,2-2,1-2
2010-09-11,Standard,Cercle Brugge,2-0,1-0
2010-09-11,Waregem,Eupen,0-0,0-0
2010-09-12,Club Brugge,Genk,2-2,0-1
2010-09-12,Lokeren,Westerlo,3-1,0-1
2010-09-17,Mechelen,Standard,1-0,0-0
2010-09-18,Cercle Brugge,St Truiden,4-2,2-2
2010-09-18,Eupen,Germinal,0-1,0-1
2010-09-18,Genk,Lokeren,3-1,3-0
2010-09-18,Westerlo,Lierse,2-0,1-0
2010-09-19,Anderlecht,Kortrijk,3-0,2-0
2010-09-19,Charleroi,Club Brugge,0-5,0-1
2010-09-19,Gent,Waregem,5-3,2-1
2010-09-21,St Truiden,Genk,0-2,0-0
2010-09-22,Club Brugge,Eupen,4-0,0-0
2010-09-22,Kortrijk,Westerlo,1-2,1-2
2010-09-22,Lierse,Anderlecht,1-1,0-1
2010-09-22,Lokeren,Gent,3-2,0-0
2010-09-22,Mechelen,Cercle Brugge,2-2,2-0
2010-09-22,Standard,Charleroi,2-1,1-0
2010-09-22,Waregem,Germinal,4-3,1-3
2010-09-25,Cercle Brugge,Kortrijk,2-1,1-1
2010-09-25,Charleroi,Lierse,0-1,0-0
2010-09-25,Eupen,Lokeren,0-1,0-1
2010-09-25,Genk,Waregem,3-0,0-0
2010-09-25,Gent,St Truiden,2-0,1-0
2010-09-25,Westerlo,Standard,1-2,0-1
2010-09-26,Anderlecht,Mechelen,5-0,1-0
2010-09-26,Germinal,Club Brugge,2-1,0-1
2010-10-01,Mechelen,Genk,2-2,2-1
2010-10-02,Kortrijk,Eupen,3-1,2-0
2010-10-02,Lierse,Cercle Brugge,0-1,0-1
2010-10-02,Lokeren,Germinal,1-0,0-0
2010-10-02,St Truiden,Westerlo,1-2,1-0
2010-10-02,Waregem,Charleroi,1-1,0-0
2010-10-03,Club Brugge,Gent,3-2,3-1
2010-10-03,Standard,Anderlecht,5-1,1-0
2010-10-15,Waregem,Club Brugge,2-3,1-3
2010-10-16,Charleroi,Lokeren,1-2,1-1
2010-10-16,Eupen,St Truiden,6-0,4-0
2010-10-16,Gent,Kortrijk,2-0,0-0
2010-10-16,Germinal,Lierse,1-1,1-1
2010-10-16,Westerlo,Mechelen,1-1,1-1
2010-10-17,Cercle Brugge,Anderlecht,1-0,0-0
2010-10-17,Genk,Standard,4-2,3-1
2010-10-22,Kortrijk,Genk,1-0,0-0
2010-10-23,Cercle Brugge,Eupen,2-1,0-0
2010-10-23,Lierse,Waregem,0-0,0-0
2010-10-23,Mechelen,Germinal,5-1,1-0
2010-10-23,St Truiden,Charleroi,3-2,1-0
2010-10-24,Anderlecht,Westerlo,2-0,1-0
2010-10-24,Lokeren,Club Brugge,1-0,1-0
2010-10-24,Standard,Gent,2-1,1-0
2010-10-29,Charleroi,Kortrijk,0-0,0-0
2010-10-30,Eupen,Lierse,2-2,1-2
2010-10-30,Gent,Mechelen,3-1,1-0
2010-10-30,Germinal,St Truiden,0-0,0-0
2010-10-30,Waregem,Lokeren,1-1,0-1
2010-10-30,Westerlo,Cercle Brugge,2-1,0-0
2010-10-31,Club Brugge,Standard,2-2,1-1
2010-10-31,Genk,Anderlecht,1-2,1-1
2010-11-05,Westerlo,Genk,1-1,1-0
2010-11-06,Kortrijk,Germinal,4-0,2-0
2010-11-06,Lierse,Lokeren,2-2,2-0
2010-11-06,Mechelen,Charleroi,2-0,0-0
2010-11-06,St Truiden,Waregem,0-3,0-2
2010-11-06,Standard,Eupen,1-3,0-2
2010-11-07,Anderlecht,Club Brugge,2-2,2-2
2010-11-07,Cercle Brugge,Gent,0-1,0-0
2010-11-13,Charleroi,Westerlo,0-1,0-0
2010-11-13,Club Brugge,Lierse,2-0,1-0
2010-11-13,Genk,Cercle Brugge,3-0,1-0
2010-11-13,Germinal,Standard,0-1,0-0
2010-11-13,Lokeren,St Truiden,3-0,2-0
2010-11-14,Gent,Anderlecht,1-2,0-0
2010-11-14,Waregem,Kortrijk,1-1,0-0
2010-11-20,Charleroi,Genk,1-3,0-2
2010-11-20,Eupen,Kortrijk,3-1,1-1
2010-11-20,Gent,Westerlo,4-4,2-0
2010-11-20,Germinal,Anderlecht,0-1,0-0
2010-11-20,Lierse,St Truiden,1-2,0-0
2010-11-20,Lokeren,Mechelen,3-1,1-1
2010-11-21,Club Brugge,Cercle Brugge,0-1,0-0
2010-11-21,Waregem,Standard,2-0,0-0
2010-11-26,Genk,Gent,1-2,1-2
2010-11-27,Anderlecht,Charleroi,4-1,0-1
2010-11-27,Cercle Brugge,Germinal,1-1,0-0
2010-11-27,Standard,Lierse,7-0,3-0
2010-11-27,Westerlo,Eupen,1-1,0-1
2010-11-28,Mechelen,Waregem,0-0,0-0
2010-11-28,St Truiden,Club Brugge,2-1,1-0
2010-12-03,Lokeren,Standard,2-1,1-0
2010-12-04,Eupen,Gent,0-3,0-2
2010-12-04,St Truiden,Kortrijk,1-0,0-0
2010-12-05,Club Brugge,Westerlo,4-3,3-3
2010-12-05,Germinal,Genk,0-1,0-0
2010-12-05,Waregem,Anderlecht,1-2,0-1
2010-12-10,Mechelen,Club Brugge,0-1,0-1
2010-12-11,Cercle Brugge,Waregem,1-3,0-1
2010-12-11,Genk,Eupen,5-1,1-0
2010-12-11,Gent,Charleroi,2-1,1-1
2010-12-11,Standard,St Truiden,1-0,0-0
2010-12-11,Westerlo,Germinal,1-1,0-0
2010-12-12,Anderlecht,Lokeren,0-0,0-0
2010-12-12,Kortrijk,Lierse,3-1,2-1
2010-12-17,Kortrijk,Standard,2-1,1-0
2010-12-18,Eupen,Charleroi,1-0,1-0
2010-12-18,Lierse,Genk,1-1,1-0
2010-12-18,Waregem,Westerlo,2-0,0-0
2010-12-19,Club Brugge,Anderlecht,0-2,0-0
2010-12-26,Anderlecht,Lierse,6-0,2-0
2010-12-26,Cercle Brugge,Standard,1-0,1-0
2010-12-26,Gent,Club Brugge,0-2,0-2
2010-12-29,Club Brugge,Charleroi,5-0,2-0
