Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 29 Jul 2011 (30),Oud-Heverlee Leuven (1),2-1,0-1,RSC Anderlecht (1)
?,(Sat) 30 Jul 2011 (30),Bergen (1),1-1,1-0,Standard Liège (1)
?,(Sat) 30 Jul 2011 (30),KRC Genk (1),3-1,3-0,Germinal (1)
?,(Sat) 30 Jul 2011 (30),KAA Gent (1),0-1,0-0,Cercle Brugge (1)
?,(Sat) 30 Jul 2011 (30),KV Kortrijk (1),1-1,0-1,K. Lierse SK (1)
?,(Sat) 30 Jul 2011 (30),KSC Lokeren OV (1),0-0,0-0,SV Zulte Waregem (1)
?,(Sat) 30 Jul 2011 (30),KV Mechelen (1),2-1,0-0,Sint-Truidense VV (1)
?,(Sun) 31 Jul 2011 (30),Club Brugge (1),5-0,0-0,KVC Westerlo (1)
?,(Fri) 5 Aug 2011 (31),RSC Anderlecht (2),3-1,1-0,KV Mechelen (2)
?,(Sat) 6 Aug 2011 (31),Cercle Brugge (2),1-1,0-0,Bergen (2)
?,(Sat) 6 Aug 2011 (31),Germinal (2),2-2,1-2,KAA Gent (2)
?,(Sat) 6 Aug 2011 (31),K. Lierse SK (2),0-0,0-0,KRC Genk (2)
?,(Sat) 6 Aug 2011 (31),SV Zulte Waregem (2),2-1,2-0,Oud-Heverlee Leuven (2)
?,(Sun) 7 Aug 2011 (31),Sint-Truidense VV (2),3-3,0-3,Club Brugge (2)
?,(Sun) 7 Aug 2011 (31),Standard Liège (2),3-1,2-0,KSC Lokeren OV (2)
?,(Sun) 7 Aug 2011 (31),KVC Westerlo (2),0-0,0-0,KV Kortrijk (2)
?,(Sat) 13 Aug 2011 (32),Bergen (3),4-2,2-0,Sint-Truidense VV (3)
?,(Sat) 13 Aug 2011 (32),Club Brugge (3),1-0,0-0,Oud-Heverlee Leuven (3)
?,(Sat) 13 Aug 2011 (32),KRC Genk (3),2-2,0-0,SV Zulte Waregem (3)
?,(Sat) 13 Aug 2011 (32),KAA Gent (3),3-1,2-0,Standard Liège (3)
?,(Sat) 13 Aug 2011 (32),Germinal (3),3-1,2-1,KVC Westerlo (3)
?,(Sat) 13 Aug 2011 (32),KV Kortrijk (3),2-0,1-0,Cercle Brugge (3)
?,(Sun) 14 Aug 2011 (32),KSC Lokeren OV (3),0-1,0-1,RSC Anderlecht (3)
?,(Sun) 14 Aug 2011 (32),KV Mechelen (3),2-1,1-0,K. Lierse SK (3)
?,(Fri) 19 Aug 2011 (33),K. Lierse SK (4),1-1,0-0,Germinal (4)
?,(Sat) 20 Aug 2011 (33),Cercle Brugge (4),3-2,2-1,KRC Genk (4)
?,(Sat) 20 Aug 2011 (33),Oud-Heverlee Leuven (4),1-2,1-1,KV Mechelen (4)
?,(Sat) 20 Aug 2011 (33),Sint-Truidense VV (4),0-2,0-1,KSC Lokeren OV (4)
?,(Sat) 20 Aug 2011 (33),KVC Westerlo (4),2-3,2-1,KAA Gent (4)
?,(Sun) 21 Aug 2011 (33),RSC Anderlecht (4),2-2,0-0,Bergen (4)
?,(Sun) 21 Aug 2011 (33),Standard Liège (4),3-1,1-0,KV Kortrijk (4)
?,(Sun) 21 Aug 2011 (33),SV Zulte Waregem (4),1-1,1-0,Club Brugge (4)
?,(Sat) 27 Aug 2011 (34),Bergen (5),3-1,0-0,SV Zulte Waregem (5)
?,(Sat) 27 Aug 2011 (34),KRC Genk (5),0-0,0-0,KV Mechelen (5)
?,(Sat) 27 Aug 2011 (34),KAA Gent (5),1-0,1-0,K. Lierse SK (5)
?,(Sat) 27 Aug 2011 (34),KV Kortrijk (5),4-0,1-0,Sint-Truidense VV (5)
?,(Sat) 27 Aug 2011 (34),KSC Lokeren OV (5),0-1,0-0,Oud-Heverlee Leuven (5)
?,(Sat) 27 Aug 2011 (34),KVC Westerlo (5),1-3,0-2,Cercle Brugge (5)
?,(Sun) 28 Aug 2011 (34),Club Brugge (5),1-1,0-0,RSC Anderlecht (5)
?,(Sun) 28 Aug 2011 (34),Germinal (5),1-1,0-0,Standard Liège (5)
?,(Fri) 9 Sep 2011 (36),Sint-Truidense VV (6),3-4,1-1,KRC Genk (6)
?,(Sat) 10 Sep 2011 (36),Cercle Brugge (6),2-1,2-0,Germinal (6)
?,(Sat) 10 Sep 2011 (36),K. Lierse SK (6),1-1,0-0,KSC Lokeren OV (6)
?,(Sat) 10 Sep 2011 (36),Oud-Heverlee Leuven (6),3-1,1-0,Bergen (6)
?,(Sat) 10 Sep 2011 (36),Standard Liège (6),1-0,0-0,KVC Westerlo (6)
?,(Sun) 11 Sep 2011 (36),RSC Anderlecht (6),2-0,1-0,KV Kortrijk (6)
?,(Sun) 11 Sep 2011 (36),KV Mechelen (6),1-2,0-1,Club Brugge (6)
?,(Sun) 11 Sep 2011 (36),SV Zulte Waregem (6),1-3,1-0,KAA Gent (6)
?,(Sat) 17 Sep 2011 (37),Bergen (7),5-1,2-1,KV Mechelen (7)
?,(Sat) 17 Sep 2011 (37),Cercle Brugge (7),0-0,0-0,K. Lierse SK (7)
?,(Sat) 17 Sep 2011 (37),Germinal (7),2-0,1-0,SV Zulte Waregem (7)
?,(Sat) 17 Sep 2011 (37),KV Kortrijk (7),2-0,2-0,Oud-Heverlee Leuven (7)
?,(Sat) 17 Sep 2011 (37),KVC Westerlo (7),2-0,0-0,Sint-Truidense VV (7)
?,(Sun) 18 Sep 2011 (37),KRC Genk (7),3-0,1-0,Standard Liège (7)
?,(Sun) 18 Sep 2011 (37),KAA Gent (7),0-1,0-1,RSC Anderlecht (7)
?,(Sun) 18 Sep 2011 (37),KSC Lokeren OV (7),1-2,1-1,Club Brugge (7)
?,(Sat) 24 Sep 2011 (38),Club Brugge (8),2-1,0-1,Bergen (8)
?,(Sat) 24 Sep 2011 (38),K. Lierse SK (8),0-0,0-0,KVC Westerlo (8)
?,(Sat) 24 Sep 2011 (38),KV Mechelen (8),0-2,0-1,KSC Lokeren OV (8)
?,(Sat) 24 Sep 2011 (38),Oud-Heverlee Leuven (8),1-1,0-1,KRC Genk (8)
?,(Sat) 24 Sep 2011 (38),Sint-Truidense VV (8),3-4,2-0,KAA Gent (8)
?,(Sat) 24 Sep 2011 (38),SV Zulte Waregem (8),1-0,0-0,KV Kortrijk (8)
?,(Sun) 25 Sep 2011 (38),RSC Anderlecht (8),3-2,2-0,Germinal (8)
?,(Sun) 25 Sep 2011 (38),Standard Liège (8),0-0,0-0,Cercle Brugge (8)
?,(Sat) 1 Oct 2011 (39),Bergen (9),3-3,1-2,KSC Lokeren OV (9)
?,(Sat) 1 Oct 2011 (39),Cercle Brugge (9),2-2,0-1,Sint-Truidense VV (9)
?,(Sat) 1 Oct 2011 (39),KAA Gent (9),6-1,1-1,Oud-Heverlee Leuven (9)
?,(Sat) 1 Oct 2011 (39),KV Kortrijk (9),1-0,0-0,KV Mechelen (9)
?,(Sat) 1 Oct 2011 (39),KVC Westerlo (9),1-1,1-1,SV Zulte Waregem (9)
?,(Sun) 2 Oct 2011 (39),KRC Genk (9),0-1,0-0,RSC Anderlecht (9)
?,(Sun) 2 Oct 2011 (39),Germinal (9),1-1,0-0,Club Brugge (9)
?,(Sun) 2 Oct 2011 (39),Standard Liège (9),2-0,2-0,K. Lierse SK (9)
?,(Sat) 15 Oct 2011 (41),Bergen (10),3-1,1-1,KV Kortrijk (10)
?,(Sat) 15 Oct 2011 (41),KSC Lokeren OV (10),3-1,1-1,KRC Genk (10)
?,(Sat) 15 Oct 2011 (41),KV Mechelen (10),1-2,1-2,Cercle Brugge (10)
?,(Sat) 15 Oct 2011 (41),Oud-Heverlee Leuven (10),1-1,0-1,KVC Westerlo (10)
?,(Sat) 15 Oct 2011 (41),Sint-Truidense VV (10),2-4,0-0,Germinal (10)
?,(Sat) 15 Oct 2011 (41),SV Zulte Waregem (10),1-2,1-1,K. Lierse SK (10)
?,(Sun) 16 Oct 2011 (41),RSC Anderlecht (10),5-0,1-0,Standard Liège (10)
?,(Sun) 16 Oct 2011 (41),Club Brugge (10),2-0,1-0,KAA Gent (10)
?,(Sat) 22 Oct 2011 (42),Cercle Brugge (11),2-0,1-0,Oud-Heverlee Leuven (11)
?,(Sat) 22 Oct 2011 (42),KRC Genk (11),2-0,0-0,Bergen (11)
?,(Sat) 22 Oct 2011 (42),KAA Gent (11),3-1,2-0,KSC Lokeren OV (11)
?,(Sat) 22 Oct 2011 (42),Germinal (11),2-2,0-1,KV Mechelen (11)
?,(Sat) 22 Oct 2011 (42),K. Lierse SK (11),0-2,0-1,Sint-Truidense VV (11)
?,(Sun) 23 Oct 2011 (42),KV Kortrijk (11),2-1,0-0,Club Brugge (11)
?,(Sun) 23 Oct 2011 (42),Standard Liège (11),1-0,1-0,SV Zulte Waregem (11)
?,(Sun) 23 Oct 2011 (42),KVC Westerlo (11),1-2,1-0,RSC Anderlecht (11)
?,(Sat) 29 Oct 2011 (43),Bergen (12),1-1,0-0,KAA Gent (12)
?,(Sat) 29 Oct 2011 (43),Club Brugge (12),4-5,1-2,KRC Genk (12)
?,(Sat) 29 Oct 2011 (43),KSC Lokeren OV (12),1-4,0-3,KV Kortrijk (12)
?,(Sat) 29 Oct 2011 (43),KV Mechelen (12),1-0,0-0,KVC Westerlo (12)
?,(Sat) 29 Oct 2011 (43),Oud-Heverlee Leuven (12),3-2,1-0,Germinal (12)
?,(Sat) 29 Oct 2011 (43),SV Zulte Waregem (12),1-1,0-1,Cercle Brugge (12)
?,(Sun) 30 Oct 2011 (43),RSC Anderlecht (12),4-0,3-0,K. Lierse SK (12)
?,(Sun) 30 Oct 2011 (43),Sint-Truidense VV (12),1-1,0-0,Standard Liège (12)
?,(Fri) 4 Nov 2011 (44),KAA Gent (13),6-2,1-0,KV Mechelen (13)
?,(Sat) 5 Nov 2011 (44),KRC Genk (13),2-2,0-0,KV Kortrijk (13)
?,(Sat) 5 Nov 2011 (44),Germinal (13),2-0,1-0,Bergen (13)
?,(Sat) 5 Nov 2011 (44),K. Lierse SK (13),3-1,2-0,Oud-Heverlee Leuven (13)
?,(Sat) 5 Nov 2011 (44),SV Zulte Waregem (13),0-0,0-0,Sint-Truidense VV (13)
?,(Sat) 5 Nov 2011 (44),KVC Westerlo (13),2-4,0-2,KSC Lokeren OV (13)
?,(Sun) 6 Nov 2011 (44),Cercle Brugge (13),1-0,0-0,RSC Anderlecht (13)
?,(Sun) 6 Nov 2011 (44),Standard Liège (13),2-1,1-0,Club Brugge (13)
?,(Fri) 18 Nov 2011 (46),Oud-Heverlee Leuven (14),1-3,1-3,Standard Liège (14)
?,(Sat) 19 Nov 2011 (46),Bergen (14),2-1,1-0,K. Lierse SK (14)
?,(Sat) 19 Nov 2011 (46),KRC Genk (14),3-0,0-0,KVC Westerlo (14)
?,(Sat) 19 Nov 2011 (46),KV Kortrijk (14),0-4,0-3,KAA Gent (14)
?,(Sat) 19 Nov 2011 (46),KSC Lokeren OV (14),1-1,0-0,Germinal (14)
?,(Sat) 19 Nov 2011 (46),KV Mechelen (14),1-1,0-0,SV Zulte Waregem (14)
?,(Sun) 20 Nov 2011 (46),RSC Anderlecht (14),3-1,2-0,Sint-Truidense VV (14)
