Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 29 Jul 2011 (W30),Oud-Heverlee Leuven (1),2-1,0-1,RSC Anderlecht (1)
?,(Sat) 30 Jul 2011 (W30),RAEC Mons (1),1-1,1-0,Standard Liège (1)
?,(Sat) 30 Jul 2011 (W30),KRC Genk (1),3-1,3-0,Germinal Beerschot (1)
?,(Sat) 30 Jul 2011 (W30),KAA Gent (1),0-1,0-0,Cercle Brugge (1)
?,(Sat) 30 Jul 2011 (W30),KV Kortrijk (1),1-1,0-1,K Lierse SK (1)
?,(Sat) 30 Jul 2011 (W30),KSC Lokeren OV (1),0-0,0-0,SV Zulte Waregem (1)
?,(Sat) 30 Jul 2011 (W30),KV Mechelen (1),2-1,0-0,Sint-Truidense VV (1)
?,(Sun) 31 Jul 2011 (W30),Club Brugge (1),5-0,0-0,KVC Westerlo (1)
?,(Fri) 5 Aug 2011 (W31),RSC Anderlecht (2),3-1,1-0,KV Mechelen (2)
?,(Sat) 6 Aug 2011 (W31),Cercle Brugge (2),1-1,0-0,RAEC Mons (2)
?,(Sat) 6 Aug 2011 (W31),Germinal Beerschot (2),2-2,1-2,KAA Gent (2)
?,(Sat) 6 Aug 2011 (W31),K Lierse SK (2),0-0,0-0,KRC Genk (2)
?,(Sat) 6 Aug 2011 (W31),SV Zulte Waregem (2),2-1,2-0,Oud-Heverlee Leuven (2)
?,(Sun) 7 Aug 2011 (W31),Sint-Truidense VV (2),3-3,0-3,Club Brugge (2)
?,(Sun) 7 Aug 2011 (W31),Standard Liège (2),3-1,2-0,KSC Lokeren OV (2)
?,(Sun) 7 Aug 2011 (W31),KVC Westerlo (2),0-0,0-0,KV Kortrijk (2)
?,(Sat) 13 Aug 2011 (W32),RAEC Mons (3),4-2,2-0,Sint-Truidense VV (3)
?,(Sat) 13 Aug 2011 (W32),Club Brugge (3),1-0,0-0,Oud-Heverlee Leuven (3)
?,(Sat) 13 Aug 2011 (W32),KRC Genk (3),2-2,0-0,SV Zulte Waregem (3)
?,(Sat) 13 Aug 2011 (W32),KAA Gent (3),3-1,2-0,Standard Liège (3)
