Date,Team 1,Team 2,FT,HT
2011-07-29,Oud-Heverlee Leuven,Anderlecht,2-1,0-1
2011-07-30,Bergen,Standard,1-1,1-0
2011-07-30,Genk,Germinal,3-1,3-0
2011-07-30,Gent,Cercle Brugge,0-1,0-0
2011-07-30,Kortrijk,Lierse,1-1,0-1
2011-07-30,Lokeren,Waregem,0-0,0-0
2011-07-30,Mechelen,St Truiden,2-1,0-0
2011-07-31,Club Brugge,Westerlo,5-0,0-0
2011-08-05,Anderlecht,Mechelen,3-1,1-0
2011-08-06,Cercle Brugge,Bergen,1-1,0-0
2011-08-06,Germinal,Gent,2-2,1-2
2011-08-06,Lierse,Genk,0-0,0-0
2011-08-06,Waregem,Oud-Heverlee Leuven,2-1,2-0
2011-08-07,St Truiden,Club Brugge,3-3,0-3
2011-08-07,Standard,Lokeren,3-1,2-0
2011-08-07,Westerlo,Kortrijk,0-0,0-0
2011-08-13,Bergen,St Truiden,4-2,2-0
2011-08-13,Club Brugge,Oud-Heverlee Leuven,1-0,0-0
2011-08-13,Genk,Waregem,2-2,0-0
2011-08-13,Gent,Standard,3-1,2-0
2011-08-13,Germinal,Westerlo,3-1,2-1
2011-08-13,Kortrijk,Cercle Brugge,2-0,1-0
2011-08-14,Lokeren,Anderlecht,0-1,0-1
2011-08-14,Mechelen,Lierse,2-1,1-0
2011-08-19,Lierse,Germinal,1-1,0-0
2011-08-20,Cercle Brugge,Genk,3-2,2-1
2011-08-20,Oud-Heverlee Leuven,Mechelen,1-2,1-1
2011-08-20,St Truiden,Lokeren,0-2,0-1
2011-08-20,Westerlo,Gent,2-3,2-1
2011-08-21,Anderlecht,Bergen,2-2,0-0
2011-08-21,Standard,Kortrijk,3-1,1-0
2011-08-21,Waregem,Club Brugge,1-1,1-0
2011-08-27,Bergen,Waregem,3-1,0-0
2011-08-27,Genk,Mechelen,0-0,0-0
2011-08-27,Gent,Lierse,1-0,1-0
2011-08-27,Kortrijk,St Truiden,4-0,1-0
2011-08-27,Lokeren,Oud-Heverlee Leuven,0-1,0-0
2011-08-27,Westerlo,Cercle Brugge,1-3,0-2
2011-08-28,Club Brugge,Anderlecht,1-1,0-0
2011-08-28,Germinal,Standard,1-1,0-0
2011-09-09,St Truiden,Genk,3-4,1-1
2011-09-10,Cercle Brugge,Germinal,2-1,2-0
2011-09-10,Lierse,Lokeren,1-1,0-0
2011-09-10,Oud-Heverlee Leuven,Bergen,3-1,1-0
2011-09-10,Standard,Westerlo,1-0,0-0
2011-09-11,Anderlecht,Kortrijk,2-0,1-0
2011-09-11,Mechelen,Club Brugge,1-2,0-1
2011-09-11,Waregem,Gent,1-3,1-0
2011-09-17,Bergen,Mechelen,5-1,2-1
2011-09-17,Cercle Brugge,Lierse,0-0,0-0
2011-09-17,Germinal,Waregem,2-0,1-0
2011-09-17,Kortrijk,Oud-Heverlee Leuven,2-0,2-0
2011-09-17,Westerlo,St Truiden,2-0,0-0
2011-09-18,Genk,Standard,3-0,1-0
2011-09-18,Gent,Anderlecht,0-1,0-1
2011-09-18,Lokeren,Club Brugge,1-2,1-1
2011-09-24,Club Brugge,Bergen,2-1,0-1
2011-09-24,Lierse,Westerlo,0-0,0-0
2011-09-24,Mechelen,Lokeren,0-2,0-1
