Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 26 Jul 2013 (29),Club Brugge (1),2-0,0-0,Sporting Charleroi (1)
?,(Sat) 27 Jul 2013 (29),RAEC Mons (1),1-1,1-0,Cercle Brugge (1)
?,(Sat) 27 Jul 2013 (29),KRC Genk (1),3-0,1-0,KV Oostende (1)
?,(Sat) 27 Jul 2013 (29),KV Kortrijk (1),1-0,0-0,Oud-Heverlee Leuven (1)
?,(Sat) 27 Jul 2013 (29),K Lierse SK (1),1-2,1-2,SV Zulte Waregem (1)
?,(Sat) 27 Jul 2013 (29),Waasland-Beveren (1),1-1,0-0,KAA Gent (1)
?,(Sun) 28 Jul 2013 (29),RSC Anderlecht (1),2-3,0-1,KSC Lokeren OV (1)
?,(Sun) 28 Jul 2013 (29),KV Mechelen (1),0-2,0-0,Standard Liège (1)
?,(Fri) 2 Aug 2013 (30),Cercle Brugge (2),0-4,0-2,RSC Anderlecht (2)
?,(Sat) 3 Aug 2013 (30),Sporting Charleroi (2),1-1,0-0,Waasland-Beveren (2)
?,(Sat) 3 Aug 2013 (30),KSC Lokeren OV (2),2-1,0-1,RAEC Mons (2)
?,(Sat) 3 Aug 2013 (30),Oud-Heverlee Leuven (2),1-4,0-1,KRC Genk (2)
?,(Sat) 3 Aug 2013 (30),SV Zulte Waregem (2),1-0,0-0,KV Kortrijk (2)
?,(Sun) 4 Aug 2013 (30),KAA Gent (2),2-1,0-1,KV Mechelen (2)
?,(Sun) 4 Aug 2013 (30),KV Oostende (2),1-2,1-1,Club Brugge (2)
?,(Sun) 4 Aug 2013 (30),Standard Liège (2),3-0,2-0,K Lierse SK (2)
?,(Fri) 9 Aug 2013 (31),KV Kortrijk (3),3-3,0-0,KSC Lokeren OV (3)
?,(Sat) 10 Aug 2013 (31),RAEC Mons (3),1-2,1-0,Sporting Charleroi (3)
?,(Sat) 10 Aug 2013 (31),K Lierse SK (3),1-1,1-0,Cercle Brugge (3)
?,(Sat) 10 Aug 2013 (31),KV Oostende (3),1-1,0-1,Oud-Heverlee Leuven (3)
?,(Sat) 10 Aug 2013 (31),Waasland-Beveren (3),0-0,0-0,KV Mechelen (3)
?,(Sun) 11 Aug 2013 (31),RSC Anderlecht (3),4-1,2-0,KAA Gent (3)
?,(Sun) 11 Aug 2013 (31),Club Brugge (3),1-1,1-0,SV Zulte Waregem (3)
?,(Sun) 11 Aug 2013 (31),KRC Genk (3),0-2,0-1,Standard Liège (3)
