Date,Team 1,Team 2,FT,HT
2006-07-28,Club Brugge,Gent,5-0,2-0
2006-07-29,Charleroi,Lierse,0-0,0-0
2006-07-29,FC Brussels,Bergen,1-0,0-0
2006-07-29,Genk,Waregem,3-1,2-0
2006-07-29,Germinal,Beveren,1-0,1-0
2006-07-29,Mouscron,Cercle Brugge,2-1,2-0
2006-07-30,Lokeren,Standard,2-1,2-1
2006-07-30,St Truiden,Anderlecht,2-4,0-0
2006-07-30,Westerlo,Roeselare,2-1,0-0
2006-08-04,Standard,Charleroi,1-2,1-1
2006-08-05,Anderlecht,Germinal,1-0,0-0
2006-08-05,Bergen,St Truiden,2-0,0-0
2006-08-05,Beveren,Westerlo,0-3,0-2
2006-08-05,Cercle Brugge,Lokeren,0-0,0-0
2006-08-05,Gent,Mouscron,1-3,1-1
2006-08-05,Lierse,Genk,0-3,0-2
2006-08-05,Waregem,FC Brussels,0-1,0-0
2006-08-06,Roeselare,Club Brugge,3-2,2-0
2006-08-19,Charleroi,Cercle Brugge,2-1,2-0
2006-08-19,Club Brugge,Beveren,2-0,1-0
2006-08-19,FC Brussels,St Truiden,2-2,1-1
2006-08-19,Genk,Standard,1-1,1-1
2006-08-19,Germinal,Bergen,2-1,0-0
2006-08-19,Mouscron,Roeselare,2-2,2-0
2006-08-19,Waregem,Lierse,2-1,1-1
2006-08-20,Lokeren,Gent,1-1,1-1
2006-08-20,Westerlo,Anderlecht,3-4,1-2
2006-08-26,Bergen,Westerlo,1-1,0-0
2006-08-26,Beveren,Mouscron,3-1,1-0
2006-08-26,Cercle Brugge,Genk,0-1,0-0
2006-08-26,Lierse,FC Brussels,0-1,0-0
2006-08-26,St Truiden,Germinal,2-0,0-0
2006-08-26,Standard,Waregem,1-1,0-0
2006-08-27,Anderlecht,Club Brugge,1-0,0-0
2006-08-27,Gent,Charleroi,2-1,0-1
2006-08-27,Roeselare,Lokeren,2-2,1-1
2006-09-09,Charleroi,Roeselare,2-1,1-0
2006-09-09,Club Brugge,Bergen,0-0,0-0
2006-09-09,FC Brussels,Germinal,1-2,0-0
2006-09-09,Lierse,Standard,1-3,0-2
2006-09-09,Mouscron,Anderlecht,1-1,0-0
2006-09-09,Waregem,Cercle Brugge,1-2,0-1
2006-09-09,Westerlo,St Truiden,1-0,0-0
2006-09-10,Genk,Gent,3-1,1-1
2006-09-10,Lokeren,Beveren,2-0,2-0
2006-09-16,Anderlecht,Lokeren,2-0,1-0
2006-09-16,Bergen,Mouscron,1-0,1-0
2006-09-16,Beveren,Charleroi,2-2,0-1
2006-09-16,Cercle Brugge,Lierse,2-1,1-1
2006-09-16,Germinal,Westerlo,0-0,0-0
2006-09-17,Gent,Waregem,1-1,0-1
2006-09-17,Roeselare,Genk,3-3,0-1
