Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 12 Aug 2000 (32),Beveren (1),1-2,1-1,Sporting Charleroi (1)
?,(Sat) 12 Aug 2000 (32),KV Mechelen (1),0-0,0-0,KRC Genk (1)
?,(Sat) 12 Aug 2000 (32),Louvieroise (1),0-0,0-0,KSC Lokeren OV (1)
?,(Sat) 12 Aug 2000 (32),Royal Excel Moeskroen (1),3-0,1-0,Germinal (1)
?,(Sat) 12 Aug 2000 (32),KVC Westerlo (1),2-1,1-0,Royal Antwerp FC (1)
?,(Sun) 13 Aug 2000 (32),Aalst (1),1-3,0-1,K. Lierse SK (1)
?,(Sun) 13 Aug 2000 (32),Club Brugge (1),6-2,3-0,KAA Gent (1)
?,(Sun) 13 Aug 2000 (32),Harelbeke (1),3-4,1-2,Standard Liège (1)
?,(Sun) 13 Aug 2000 (32),Sint-Truidense VV (1),0-0,0-0,RSC Anderlecht (1)
?,(Sat) 19 Aug 2000 (33),KAA Gent (2),2-1,1-0,KV Mechelen (2)
?,(Sat) 19 Aug 2000 (33),RSC Anderlecht (2),3-2,1-1,KVC Westerlo (2)
?,(Sat) 19 Aug 2000 (33),Royal Antwerp FC (2),0-1,0-1,Beveren (2)
?,(Sat) 19 Aug 2000 (33),Sporting Charleroi (2),5-0,2-0,Harelbeke (2)
?,(Sat) 19 Aug 2000 (33),KRC Genk (2),3-1,2-1,Aalst (2)
?,(Sat) 19 Aug 2000 (33),KSC Lokeren OV (2),2-0,1-0,Germinal (2)
?,(Sat) 19 Aug 2000 (33),Sint-Truidense VV (2),0-1,0-0,K. Lierse SK (2)
?,(Sat) 19 Aug 2000 (33),Standard Liège (2),3-0,0-0,Louvieroise (2)
?,(Sun) 20 Aug 2000 (33),Royal Excel Moeskroen (2),1-2,1-1,Club Brugge (2)
?,(Fri) 25 Aug 2000 (34),Germinal (3),1-0,1-0,Standard Liège (3)
?,(Sat) 26 Aug 2000 (34),RSC Anderlecht (3),4-0,2-0,Beveren (3)
?,(Sat) 26 Aug 2000 (34),KV Mechelen (3),1-5,0-2,Royal Excel Moeskroen (3)
?,(Sat) 26 Aug 2000 (34),Sint-Truidense VV (3),2-2,1-0,KRC Genk (3)
?,(Sun) 27 Aug 2000 (34),Aalst (3),1-4,1-1,KAA Gent (3)
?,(Sun) 27 Aug 2000 (34),Sporting Charleroi (3),1-0,1-0,Royal Antwerp FC (3)
?,(Sun) 27 Aug 2000 (34),Club Brugge (3),3-1,1-1,KSC Lokeren OV (3)
?,(Sun) 27 Aug 2000 (34),Harelbeke (3),2-2,1-1,Louvieroise (3)
?,(Sun) 27 Aug 2000 (34),KVC Westerlo (3),1-0,0-0,K. Lierse SK (3)
?,(Tue) 5 Sep 2000 (36),RSC Anderlecht (4),7-2,3-1,Sporting Charleroi (4)
?,(Wed) 6 Sep 2000 (36),KAA Gent (4),2-1,0-0,Sint-Truidense VV (4)
?,(Wed) 6 Sep 2000 (36),Royal Antwerp FC (4),2-0,0-0,Harelbeke (4)
?,(Wed) 6 Sep 2000 (36),KRC Genk (4),1-2,1-0,KVC Westerlo (4)
?,(Wed) 6 Sep 2000 (36),Louvieroise (4),0-5,0-3,Germinal (4)
?,(Wed) 6 Sep 2000 (36),K. Lierse SK (4),3-0,1-0,Beveren (4)
?,(Wed) 6 Sep 2000 (36),KSC Lokeren OV (4),3-2,0-2,KV Mechelen (4)
?,(Wed) 6 Sep 2000 (36),Royal Excel Moeskroen (4),2-0,0-0,Aalst (4)
?,(Wed) 6 Sep 2000 (36),Standard Liège (4),0-4,0-1,Club Brugge (4)
?,(Sat) 9 Sep 2000 (36),Royal Antwerp FC (5),0-3,0-1,RSC Anderlecht (5)
?,(Sat) 9 Sep 2000 (36),Beveren (5),2-0,1-0,KRC Genk (5)
?,(Sat) 9 Sep 2000 (36),Sporting Charleroi (5),2-0,0-0,K. Lierse SK (5)
?,(Sat) 9 Sep 2000 (36),KV Mechelen (5),0-4,0-1,Standard Liège (5)
?,(Sat) 9 Sep 2000 (36),Sint-Truidense VV (5),1-4,1-2,Royal Excel Moeskroen (5)
?,(Sat) 9 Sep 2000 (36),KVC Westerlo (5),0-0,0-0,KAA Gent (5)
?,(Sun) 10 Sep 2000 (36),Aalst (5),2-2,2-1,KSC Lokeren OV (5)
?,(Sun) 10 Sep 2000 (36),Club Brugge (5),3-0,1-0,Louvieroise (5)
?,(Sun) 10 Sep 2000 (36),Harelbeke (5),3-0,2-0,Germinal (5)
?,(Sat) 16 Sep 2000 (37),KAA Gent (6),5-0,3-0,Beveren (6)
?,(Sat) 16 Sep 2000 (37),RSC Anderlecht (6),4-3,2-1,Harelbeke (6)
?,(Sat) 16 Sep 2000 (37),Louvieroise (6),2-2,0-0,KV Mechelen (6)
?,(Sat) 16 Sep 2000 (37),K. Lierse SK (6),4-1,2-1,Royal Antwerp FC (6)
?,(Sat) 16 Sep 2000 (37),KSC Lokeren OV (6),2-1,0-0,Sint-Truidense VV (6)
?,(Sat) 16 Sep 2000 (37),Royal Excel Moeskroen (6),3-5,1-3,KVC Westerlo (6)
?,(Sat) 16 Sep 2000 (37),Standard Liège (6),7-0,4-0,Aalst (6)
?,(Sun) 17 Sep 2000 (37),Germinal (6),2-3,0-1,Club Brugge (6)
?,(Sun) 17 Sep 2000 (37),KRC Genk (6),2-1,0-1,Sporting Charleroi (6)
?,(Fri) 22 Sep 2000 (38),RSC Anderlecht (7),5-2,2-1,K. Lierse SK (7)
?,(Sat) 23 Sep 2000 (38),Beveren (7),0-0,0-0,Royal Excel Moeskroen (7)
?,(Sat) 23 Sep 2000 (38),Sporting Charleroi (7),4-3,2-0,KAA Gent (7)
?,(Sat) 23 Sep 2000 (38),KV Mechelen (7),2-3,0-0,Germinal (7)
?,(Sat) 23 Sep 2000 (38),Sint-Truidense VV (7),1-1,0-1,Standard Liège (7)
?,(Sat) 23 Sep 2000 (38),KVC Westerlo (7),1-1,0-0,KSC Lokeren OV (7)
?,(Sun) 24 Sep 2000 (38),Aalst (7),1-0,0-0,Louvieroise (7)
?,(Sun) 24 Sep 2000 (38),Harelbeke (7),0-6,0-2,Club Brugge (7)
?,(Fri) 29 Sep 2000 (39),Royal Excel Moeskroen (8),3-0,2-0,Sporting Charleroi (8)
?,(Sat) 30 Sep 2000 (39),Germinal (8),2-0,0-0,Aalst (8)
?,(Sat) 30 Sep 2000 (39),Louvieroise (8),1-0,1-0,Sint-Truidense VV (8)
?,(Sat) 30 Sep 2000 (39),K. Lierse SK (8),4-1,2-0,Harelbeke (8)
?,(Sat) 30 Sep 2000 (39),KSC Lokeren OV (8),1-1,1-1,Beveren (8)
?,(Sat) 30 Sep 2000 (39),Standard Liège (8),5-3,4-1,KVC Westerlo (8)
?,(Sun) 1 Oct 2000 (39),KAA Gent (8),4-2,2-2,Royal Antwerp FC (7)
?,(Sun) 1 Oct 2000 (39),Club Brugge (8),5-2,2-1,KV Mechelen (8)
?,(Sun) 1 Oct 2000 (39),KRC Genk (7),1-1,1-1,RSC Anderlecht (8)
?,(Fri) 13 Oct 2000 (41),K. Lierse SK (9),1-1,0-0,KRC Genk (8)
?,(Sat) 14 Oct 2000 (41),RSC Anderlecht (9),2-1,2-1,KAA Gent (9)
?,(Sat) 14 Oct 2000 (41),Royal Antwerp FC (8),1-0,0-0,Royal Excel Moeskroen (9)
?,(Sat) 14 Oct 2000 (41),Beveren (9),0-3,0-2,Standard Liège (9)
?,(Sat) 14 Oct 2000 (41),Sporting Charleroi (9),1-0,0-0,KSC Lokeren OV (9)
?,(Sat) 14 Oct 2000 (41),Sint-Truidense VV (9),3-2,2-0,Germinal (9)
?,(Sun) 15 Oct 2000 (41),Aalst (9),0-2,0-0,Club Brugge (9)
?,(Sun) 15 Oct 2000 (41),Harelbeke (9),1-0,1-0,KV Mechelen (9)
?,(Sun) 15 Oct 2000 (41),KVC Westerlo (9),2-1,1-1,Louvieroise (9)
?,(Fri) 20 Oct 2000 (42),Standard Liège (10),4-0,2-0,Sporting Charleroi (10)
?,(Sat) 21 Oct 2000 (42),KAA Gent (10),2-3,2-1,K. Lierse SK (10)
?,(Sat) 21 Oct 2000 (42),Germinal (10),3-1,1-0,KVC Westerlo (10)
?,(Sat) 21 Oct 2000 (42),KRC Genk (9),4-0,2-0,Harelbeke (10)
?,(Sat) 21 Oct 2000 (42),Louvieroise (10),2-3,0-2,Beveren (10)
?,(Sat) 21 Oct 2000 (42),KSC Lokeren OV (10),0-1,0-0,Royal Antwerp FC (9)
?,(Sat) 21 Oct 2000 (42),Royal Excel Moeskroen (10),1-2,0-0,RSC Anderlecht (10)
?,(Sun) 22 Oct 2000 (42),Club Brugge (10),5-0,2-0,Sint-Truidense VV (10)
?,(Sun) 22 Oct 2000 (42),KV Mechelen (10),4-1,1-1,Aalst (10)
?,(Fri) 27 Oct 2000 (43),K. Lierse SK (11),1-4,0-3,Royal Excel Moeskroen (11)
?,(Sat) 28 Oct 2000 (43),RSC Anderlecht (11),8-0,3-0,KSC Lokeren OV (11)
?,(Sat) 28 Oct 2000 (43),Beveren (11),2-1,1-1,Germinal (11)
?,(Sat) 28 Oct 2000 (43),Sporting Charleroi (11),2-1,2-0,Louvieroise (11)
?,(Sat) 28 Oct 2000 (43),KRC Genk (10),1-1,0-0,KAA Gent (11)
