Date,Team 1,Team 2,FT,HT
2000-08-12,Beveren,Charleroi,1-2,1-1
2000-08-12,Mechelen,Genk,0-0,0-0
2000-08-12,Louvieroise,Lokeren,0-0,0-0
2000-08-12,Mouscron,Germinal,3-0,1-0
2000-08-12,Westerlo,Antwerp,2-1,1-0
2000-08-13,Aalst,Lierse,1-3,0-1
2000-08-13,Club Brugge,Gent,6-2,3-0
2000-08-13,Harelbeke,Standard,3-4,1-2
2000-08-13,St Truiden,Anderlecht,0-0,0-0
2000-08-19,Gent,Mechelen,2-1,1-0
2000-08-19,Anderlecht,Westerlo,3-2,1-1
2000-08-19,Antwerp,Beveren,0-1,0-1
2000-08-19,Charleroi,Harelbeke,5-0,2-0
2000-08-19,Genk,Aalst,3-1,2-1
2000-08-19,Lokeren,Germinal,2-0,1-0
2000-08-19,St Truiden,Lierse,0-1,0-0
2000-08-19,Standard,Louvieroise,3-0,0-0
2000-08-20,Mouscron,Club Brugge,1-2,1-1
2000-08-25,Germinal,Standard,1-0,1-0
2000-08-26,Anderlecht,Beveren,4-0,2-0
2000-08-26,Mechelen,Mouscron,1-5,0-2
2000-08-26,St Truiden,Genk,2-2,1-0
2000-08-27,Aalst,Gent,1-4,1-1
2000-08-27,Charleroi,Antwerp,1-0,1-0
2000-08-27,Club Brugge,Lokeren,3-1,1-1
2000-08-27,Harelbeke,Louvieroise,2-2,1-1
2000-08-27,Westerlo,Lierse,1-0,0-0
2000-09-05,Anderlecht,Charleroi,7-2,3-1
2000-09-06,Gent,St Truiden,2-1,0-0
2000-09-06,Antwerp,Harelbeke,2-0,0-0
2000-09-06,Genk,Westerlo,1-2,1-0
2000-09-06,Louvieroise,Germinal,0-5,0-3
2000-09-06,Lierse,Beveren,3-0,1-0
2000-09-06,Lokeren,Mechelen,3-2,0-2
2000-09-06,Mouscron,Aalst,2-0,0-0
2000-09-06,Standard,Club Brugge,0-4,0-1
2000-09-09,Antwerp,Anderlecht,0-3,0-1
2000-09-09,Beveren,Genk,2-0,1-0
2000-09-09,Charleroi,Lierse,2-0,0-0
2000-09-09,Mechelen,Standard,0-4,0-1
2000-09-09,St Truiden,Mouscron,1-4,1-2
2000-09-09,Westerlo,Gent,0-0,0-0
2000-09-10,Aalst,Lokeren,2-2,2-1
